curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
245,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
246,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
247,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
248,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
249,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
250,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
251,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
252,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
253,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
254,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
255,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
256,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
257,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
258,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
259,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
260,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
261,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
262,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
263,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
264,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
265,0.7322274881516587,['H1PF2', 'H1ED2', 'H1PF32', 'H1GH20', 'H2PF32', 'H2PR3', 'H2DS9', 'H2FS11', 'S60M', 'H2FV2', 'H2PF29', 'H2FS3', 'H2FS17', 'H1FS18', 'H2PF7', 'H1PF26', 'H2PF22', 'H2DS1', 'H2GH27', 'H1TO3', 'H1TO50', 'H1WP3', 'H2FV3', 'H1FS11', 'S62E', 'H1PF30', 'H1GH28', 'PA21', 'H2FS4', 'H1ED15', 'H2WP2', 'H1GH19', 'H1PF34', 'S62Q', 'H2GH30', 'H1WP1', 'H2PF24', 'H1TO3', 'H2FS6', 'H1PF23', 'H2WP6', 'H1PF16', 'H2SE4', 'H2PF33', 'H2FS12', 'H2GH22', 'H1SE4', 'H2TO11', 'H1FS17', 'H2PF28', 'H2PR3', 'H2FV5', 'H1GH29', 'S60M', 'H2GH31', 'H1PF2', 'H1DS5', 'H1DS14', 'H2PF12', 'H1PF24', 'H2FV5', 'H2PF8', 'H1PF23', 'H2ED12', 'H2FV2', 'H2ED14', 'H1TO12', 'H2DS8', 'H1PF32', 'H1FS3', 'H1FS10', 'H1DS15', 'H1EE5', 'H2PF5', 'H2ED3', 'H1WP6', 'S60K', 'H1WP7', 'H2PF24', 'H2PF4'],77,34,16
